QueryNum DocId Rank TitleLen BodyLen 
13 ghr.n0840_12_012829 548 7 1120
13 webey1672_12_000113 549 8 481
13 webey1672_12_000249 550 8 481
13 allab1866_12_000153 551 8 640
13 about1766_12_000009 552 12 1185
13 wiki.0842_12_003825 553 4 1701
13 vidyy4903_12_000264 554 15 736
13 allab1866_12_000134 555 9 484
13 nhslo3844_12_013359 556 4 1409
13 nhslo1393_12_015443 557 4 1366
13 nhslo1393_12_015445 558 4 1408
13 nhslo3844_12_013357 559 4 1367
13 wiki.0842_12_004929 560 2 3467
13 allab1866_12_000100 561 8 448
13 mayoc3579_12_006211 562 9 1315
13 clini0836_12_120113 563 18 1431
13 daily0837_12_036477 564 6 1471
13 daily0837_12_039742 565 5 1417
13 daily0837_12_001869 566 7 599
13 chkd.2351_12_000951 567 10 1285
13 chkd.2351_12_001172 568 10 1285
13 daily0837_12_032618 569 12 9832
13 clini0836_12_009103 570 15 957
13 clini0836_12_033962 571 19 416
13 eyere2883_12_000282 572 3 1117
13 nhslo3844_12_015777 573 4 1104
13 nhslo3844_12_015789 574 4 1146
13 nhslo3844_12_001564 575 4 1146
13 nhslo3844_12_001552 576 4 1104
13 nhslo1393_12_005680 577 4 1103
13 nhslo1393_12_005692 578 4 1145
13 seewi4367_12_000009 579 5 2212
13 ghr.n0840_12_010272 580 7 1391
13 clini0836_12_022858 581 14 786
13 cks.n0835_12_000473 582 9 708
13 nhslo1393_12_015446 583 4 2174
13 nhslo1393_12_015453 584 4 2216
13 nhslo3844_12_013360 585 4 2175
13 nhslo3844_12_013367 586 4 2217
13 sleep1577_12_000379 587 10 700
13 nhslo3844_12_015569 588 5 6586
13 nhslo3844_12_015574 589 5 6544
13 nhslo1393_12_015319 590 5 6543
13 nhslo1393_12_015314 591 5 6585
13 nhslo3844_12_013186 592 5 6586
13 nhslo3844_12_013187 593 5 6544
13 nhslo1393_12_005464 594 5 6585
13 nhslo1393_12_005469 595 5 6543
13 daily0837_12_000699 596 11 624
13 daily0837_12_029181 597 15 20725
13 ghr.n0840_12_006157 598 6 1306
13 ghr.n0840_12_003386 599 6 1306
13 ghr.n0847_12_000735 600 6 1306
13 fromy1190_12_000992 601 6 2232
13 clini0836_12_003307 602 10 917
13 euros2867_12_000548 603 3 3182
13 nei.n3817_12_000445 604 6 293
13 jfpon3369_12_001387 605 6 2409
13 freev2965_12_000147 606 5 956
13 webmd4945_12_001599 607 5 1410
13 famil2899_12_000493 608 2 440
13 famil2899_12_000652 609 2 440
13 ahaf.1843_12_000386 610 4 847
13 nlm.n3868_12_000343 611 5 725
13 virtu4909_12_001795 612 2 659
13 vhl.o4897_12_000475 613 5 1187
13 diabe2551_12_002446 614 7 1194
13 webmd4945_12_001600 615 10 1051
13 ghr.n0840_12_006038 616 4 933
13 ghr.n0840_12_000723 617 4 933
13 ghr.n3014_12_000073 618 4 965
13 ghr.n0840_12_000726 619 4 962
13 chkd.2351_12_000271 620 15 4631
13 chkd.2351_12_000108 621 15 4631
13 freev2965_12_000157 622 2 756
13 nei.n3817_12_000282 623 6 346
13 eppi.0839_12_000060 624 4 3020
13 nei.n3817_12_000504 625 9 5048
13 nhslo3844_12_011338 626 4 2206
13 nhslo3844_12_011329 627 4 2164
13 nhslo1393_12_015132 628 4 2163
13 nhslo1393_12_015141 629 4 2205
13 nhslo1393_12_004203 630 4 2205
13 nhslo1393_12_004194 631 4 2163
13 mayoc3579_12_009067 632 11 910
13 every2870_12_003412 633 7 1260
13 mydr.3757_12_000199 634 13 4973
13 mydr.3757_12_000090 635 12 4971
13 wiki.0842_12_002912 636 3 1870
13 bcbst2065_12_000715 637 16 872
13 freev2965_12_000194 638 4 782
13 nlm.n3868_12_000359 639 3 1461
13 clini0836_12_004016 640 11 1928
13 daily0837_12_008380 641 9 3766
13 famil2899_12_000472 642 5 4255
13 daily0837_12_030907 643 11 2510
13 every2870_12_001934 644 10 1494
13 healt3117_12_002643 645 12 374
13 ahaf.1843_12_000382 646 2 1153
13 nlm.n3868_12_001405 647 5 1646
13 ncbi.3800_12_001544 648 13 1312
13 uptod4830_12_021368 649 9 1220
13 freev2965_12_000141 650 5 2269
13 seewi4367_12_000018 651 11 1292
13 iemil3241_12_000629 652 13 1330
13 share4398_12_001189 653 4 1063
13 cks.n0835_12_000456 654 8 616
13 cks.n0835_12_000452 655 9 616
13 daily0837_12_002146 656 10 1867
13 clini0836_12_008193 657 15 1718
13 nei.n3817_12_000461 658 19 989
13 nei.n3817_12_000050 659 17 1011
13 diabe2548_12_000348 660 5 926
13 diabe2551_12_000771 661 8 1423
13 diabe2551_12_000952 662 8 1423
13 visio1658_12_000117 663 7 1155
13 nhslo1393_12_015129 664 4 915
13 nhslo3844_12_011328 665 4 958
13 nhslo3844_12_011326 666 4 916
13 nhslo1393_12_015131 667 4 957
13 nhslo1393_12_004191 668 4 915
13 nhslo1393_12_004193 669 4 957
13 virtu4909_12_000463 670 3 1463
13 ghr.n0840_12_003391 671 6 1892
13 ghr.n0847_12_000740 672 6 1895
13 wiki.0842_12_005769 673 4 1887
13 mayoc3579_12_002062 674 11 1260
13 clini0836_12_059230 675 14 916
13 nei.n3817_12_000440 676 7 1095
13 virtu4909_12_000469 677 1 647
13 clini0836_12_113655 678 11 899
13 daily0837_12_028899 679 7 2050
13 daily0837_12_010948 680 8 2068
13 daily0837_12_013308 681 7 2085
13 ghr.n0840_12_015626 682 5 412
13 senio1563_12_000274 683 4 401
13 seewi4367_12_000020 684 8 2083
13 mayfi3578_12_000543 685 10 1258
13 mayfi3578_12_000085 686 10 1258
13 fromy1190_12_002269 687 11 4693
13 my.cl1373_12_000467 688 3 2238
13 clini0836_12_127142 689 11 1499
13 daily0837_12_003718 690 13 1165
13 daily0837_12_035146 691 12 1204
13 daily0837_12_038020 692 17 1229
13 daily0837_12_013198 693 12 1187
13 drugb0846_12_003460 694 3 1353
13 drugb0846_12_000487 695 3 1112
13 mayoc3579_12_002276 696 3 1184
13 vidyy4903_12_000165 697 3 677
13 daily0837_12_000338 698 10 4045
13 daily0837_12_025120 699 9 4034
13 daily0837_12_039968 700 6 3986
13 daily0837_12_037164 701 10 4357
13 daily0837_12_014035 702 22 4613
13 daily0837_12_020181 703 5 4058
13 daily0837_12_008404 704 8 4031
13 daily0837_12_008330 705 7 4035
13 every2870_12_001618 706 8 1247
13 clini0836_12_022032 707 13 1020
13 feing2912_12_000263 708 8 1451
13 feing2912_12_000144 709 8 1451
13 medhe1330_12_000360 710 6 1492
13 virtu4909_12_001741 711 2 1114
13 euros2867_12_001417 712 3 2772
13 clini0836_12_092923 713 20 545
13 nhslo1393_12_000576 714 8 3507
13 nhslo3844_12_007518 715 8 3550
13 nhslo3844_12_007544 716 8 3508
13 nhslo1393_12_000493 717 8 3549
13 wiki.0842_12_000554 718 2 1184
13 wiki.0842_12_005606 719 2 1456
13 daily0837_12_040891 720 10 2634
13 daily0837_12_015701 721 10 3001
13 austr2019_12_000791 722 6 1539
13 clini0836_12_010887 723 13 1663
13 euros2867_12_001452 724 3 3539
13 ahaf.1843_12_000383 725 4 775
13 mayoc3579_12_002287 726 8 1169
13 visio1658_12_000661 727 6 343
13 daily0837_12_036599 728 11 3486
13 type14725_12_000709 729 12 1386
13 mayoc3579_12_021973 730 8 2373
13 visio1658_12_000206 731 6 356
13 austr2019_12_000193 732 11 958
13 eppi.0839_12_000005 733 5 819
13 senio1563_12_000466 734 6 700
13 visio1658_12_000138 735 6 465
13 pathg3984_12_000022 736 5 4212
13 clini0836_12_087711 737 25 772
13 healt1220_12_000013 738 5 855
13 visio1658_12_000220 739 10 567
13 euros2867_12_001492 740 2 1995
13 clini0836_12_008344 741 15 1896
13 encep2817_12_000057 742 2 1796
13 clini0836_12_080599 743 15 1334
13 perso4021_12_000917 744 4 4983
13 webey1672_12_000075 745 13 5886
13 webey1672_12_000670 746 13 5886
13 daily0837_12_037353 747 11 5653
13 ahaf.1843_12_000037 748 9 1214
13 visio1658_12_000219 749 9 620
13 clini0836_12_112431 750 10 1443
13 famil2899_12_000518 751 2 526
13 famil2899_12_000613 752 2 526
13 senio1563_12_002480 753 4 531
13 vhl.o4897_12_000304 754 5 3156
13 every2870_12_002370 755 8 1411
13 nhslo1393_12_004088 756 4 1817
13 nhslo1393_12_004102 757 4 1859
13 austr2019_12_000591 758 7 2033
13 daily0837_12_006133 759 17 1978
13 daily0837_12_005045 760 7 2007
13 daily0837_12_036032 761 17 1966
13 daily0837_12_040247 762 5 1981
13 daily0837_12_039385 763 7 1922
13 daily0837_12_015015 764 14 2015
13 healt3090_12_001702 765 5 1949
13 clini0836_12_064170 766 20 1526
13 allin1875_12_000171 767 6 1945
13 clini0836_12_030401 768 20 597
13 nhslo3844_12_003416 769 4 790
13 senio1563_12_002362 770 2 643
13 clini0836_12_007463 771 12 1203
13 nlm.n3868_12_001768 772 5 1677
13 nei.n3817_12_000121 773 13 2584
13 longe1310_12_000305 774 10 977
13 longe1310_12_000274 775 10 977
13 visio1658_12_000113 776 5 629
13 nei.n3817_12_000140 777 12 977
13 clini0836_12_093802 778 15 669
13 vital4916_12_001101 779 8 546
13 freev2965_12_000195 780 4 432
13 euros2867_12_001951 781 3 1816
13 visio1658_12_000048 782 8 742
13 pxe.o4178_12_000313 783 6 2115
13 pxe.o4178_12_000344 784 6 2115
13 pxe.o4178_12_000530 785 6 2115
13 euros2867_12_001636 786 3 4282
13 eppi.0839_12_000076 787 3 675
13 nhslo3844_12_013640 788 4 1041
13 nhslo3844_12_013637 789 4 999
13 webey1672_12_000761 790 5 993
13 mydr.3757_12_000194 791 8 3797
13 daily0837_12_039763 792 7 3049
13 daily0837_12_032858 793 8 3227
13 daily0837_12_014242 794 8 3321
13 daily0837_12_003608 795 9 2988
13 daily0837_12_029576 796 7 2258
13 clini0836_12_067013 797 17 1361
13 clini0836_12_073431 798 15 1133
13 eyere2883_12_000110 799 6 1254
13 eyere2883_12_000283 800 6 1254
13 nhslo3844_12_003420 801 5 2276
13 ghr.n0840_12_006071 802 9 1182
13 ghr.n0840_12_001429 803 9 1182
13 ghr.n1205_12_000267 804 9 1218
13 ghr.n0840_12_001433 805 9 1284
13 visio1658_12_000385 806 2 261
13 clini0836_12_004856 807 13 1339
13 clini0836_12_011902 808 16 575
13 deafn2508_12_000403 809 2 2378
13 diagn2555_12_000322 810 4 1964
13 freev2965_12_000144 811 5 2396
13 mayoc3579_12_015287 812 10 1741
13 clini0836_12_003774 813 12 890
13 heada1219_12_000757 814 15 847
13 visio1658_12_000081 815 6 698
13 daily0837_12_017357 816 9 3026
13 euros2867_12_001084 817 2 982
13 longe1310_12_000322 818 9 806
13 visio1658_12_000141 819 4 698
13 daily0837_12_009756 820 7 1970
13 webey1672_12_001237 821 5 325
13 eyere2883_12_000312 822 3 1116
13 healt3117_12_000105 823 10 501
13 freev2965_12_000239 824 2 414
13 allab1866_12_000149 825 10 995
13 mayoc3579_12_017993 826 14 2135
13 daily0837_12_037108 827 11 5397
13 daily0837_12_019661 828 7 1603
13 daily0837_12_037987 829 10 1698
13 daily0837_12_014666 830 7 1912
13 daily0837_12_000861 831 5 1568
13 daily0837_12_010191 832 8 1593
13 daily0837_12_008621 833 8 1964
13 daily0837_12_018757 834 11 1626
13 thedo4643_12_000870 835 9 1391
13 thedo4643_12_000882 836 9 1389
13 virtu4909_12_001388 837 4 1547
13 clini0836_12_054862 838 13 702
13 clini0836_12_059204 839 17 826
13 visio1658_12_000214 840 8 610
13 visio1658_12_000197 841 8 610
13 jfpon3369_12_000898 842 10 4455
13 daily0837_12_003892 843 14 3734
13 daily0837_12_025525 844 14 3059
13 daily0837_12_031294 845 8 3369
13 mydr.3757_12_000195 846 10 3520
13 allin1875_12_000106 847 3 3929
13 webey1672_12_000143 848 8 391
13 webey1672_12_000331 849 3 452
13 daily0837_12_027138 850 13 4504
13 daily0837_12_014108 851 7 4123
13 daily0837_12_021237 852 8 4091
13 allab1866_12_000155 853 8 785
13 visio1658_12_000348 854 4 437
13 daily0837_12_023390 855 11 4989
13 daily0837_12_029129 856 15 5555
13 daily0837_12_003795 857 15 5155
13 women1681_12_001720 858 7 412
13 healt3107_12_000250 859 4 1510
13 healt3117_12_000954 860 10 468
13 allin1875_12_000170 861 5 2536
13 webmd4945_12_001326 862 9 2093
13 daily0837_12_025800 863 8 677
13 daily0837_12_038021 864 8 593
13 daily0837_12_019205 865 8 624
13 daily0837_12_003212 866 8 3720
13 nhslo1393_12_004920 867 5 3826
13 nhslo1393_12_004924 868 5 3784
13 clini0836_12_129030 869 15 665
13 eyere2883_12_000271 870 8 707
13 thedo4643_12_000872 871 7 942
13 clini0836_12_127867 872 9 694
13 allin1875_12_000134 873 3 3590
13 daily0837_12_040436 874 15 3885
13 publi0841_12_005602 875 11 3206
13 allab1866_12_000057 876 10 1206
13 clini0836_12_010390 877 16 2408
13 daily0837_12_020922 878 6 2955
13 visio1658_12_000647 879 6 445
13 clini0836_12_115866 880 19 643
13 allab1866_12_000052 881 9 1741
13 mydr.3757_12_000391 882 9 4352
13 allab1866_12_000085 883 9 968
13 allab1866_12_000087 884 10 968
13 nhslo1393_12_002142 885 4 750
13 nhslo1393_12_002143 886 4 708
13 visio1658_12_000694 887 8 614
13 ghr.n0847_12_001201 888 5 1526
13 ghr.n0840_12_005994 889 5 1526
13 mayoc3579_12_026264 890 8 2465
13 clini0836_12_096033 891 13 494
13 webey1672_12_000217 892 11 578
13 daily0837_12_028549 893 8 1959
13 daily0837_12_037234 894 8 1946
13 visio1658_12_000623 895 4 377
13 visio1658_12_000350 896 4 379
13 nhslo3844_12_015775 897 4 730
13 nhslo3844_12_001548 898 4 688
13 nhslo3844_12_001550 899 4 730
13 nhslo1393_12_005676 900 4 687
13 nhslo1393_12_005678 901 4 729
13 nhslo3844_12_015773 902 4 688
13 senio1563_12_000077 903 3 498
13 allab1866_12_000271 904 9 1562
13 visio1658_12_000594 905 5 415
13 virtu4909_12_000214 906 2 944
13 allin1875_12_000099 907 6 3776
13 eppi.0839_12_000104 908 13 751
13 publi0841_12_001885 909 13 1479
13 eyere2883_12_000266 910 7 591
13 uptod4830_12_071514 911 8 1589
13 uptod4830_12_071783 912 8 1589
13 uptod4830_12_071701 913 8 1589
13 uptod4830_12_071669 914 8 1589
13 medis3653_12_001682 915 12 528
13 daily0837_12_026535 916 10 6216
13 daily0837_12_040447 917 11 6162
13 daily0837_12_008609 918 10 6062
13 clini0836_12_006419 919 15 2189
13 allin1875_12_000130 920 5 2755
13 ghr.n0847_12_000873 921 6 1151
13 ghr.n0847_12_000874 922 6 1146
13 ghr.n0840_12_003893 923 6 1151
13 ghr.n0840_12_003910 924 6 1146
13 ghr.n0840_12_003914 925 6 1225
13 clini0836_12_030628 926 16 2216
13 uww.e4868_12_000461 927 5 633
13 webey1672_12_000614 928 5 571
13 webey1672_12_000031 929 5 571
13 macmi3541_12_001200 930 12 1109
13 mydr.3757_12_000415 931 8 3268
13 visio1658_12_000262 932 10 660
13 daily0837_12_006051 933 10 3976
13 daily0837_12_029799 934 8 4277
13 daily0837_12_004829 935 7 4025
13 daily0837_12_010215 936 8 4186
13 daily0837_12_012974 937 7 4025
13 daily0837_12_013399 938 7 4201
13 fromy1190_12_002062 939 6 2548
13 clini0836_12_061754 940 18 1349
13 clini0836_12_028947 941 24 916
13 mayoc3579_12_008759 942 4 1140
13 daily0837_12_010062 943 16 16593
13 visio1658_12_000324 944 7 711
13 visio1658_12_000681 945 6 511
13 clini0836_12_038343 946 18 989
13 clini0836_12_051596 947 14 1174
13 daily0837_12_001069 948 7 1080
13 daily0837_12_001202 949 9 1257
13 daily0837_12_027298 950 6 1251
13 daily0837_12_036348 951 9 1339
13 daily0837_12_040054 952 7 1130
13 daily0837_12_014334 953 7 1115
13 daily0837_12_008744 954 7 1046
13 daily0837_12_012111 955 5 1148
13 daily0837_12_004103 956 7 1420
13 drugb0846_12_006421 957 3 1066
13 euros2867_12_001206 958 3 1263
13 nhslo3844_12_013649 959 5 3162
13 nhslo3844_12_013652 960 5 3120
13 women1681_12_000537 961 11 933
13 ghr.n0840_12_003903 962 6 1153
13 ghr.n0840_12_003907 963 6 1533
13 nei.n3817_12_000448 964 5 394
13 nei.n3817_12_000396 965 6 319
13 daily0837_12_025648 966 6 1736
13 daily0837_12_027223 967 8 1815
13 daily0837_12_031096 968 10 1848
13 daily0837_12_036048 969 9 1774
13 daily0837_12_037654 970 6 1826
13 daily0837_12_033898 971 7 1803
13 daily0837_12_039264 972 9 1808
13 daily0837_12_015769 973 10 1835
13 daily0837_12_017283 974 6 1877
13 daily0837_12_017271 975 7 1748
13 daily0837_12_017305 976 6 1768
13 daily0837_12_015584 977 6 1808
13 daily0837_12_019864 978 6 1792
13 daily0837_12_009385 979 9 1814
13 daily0837_12_008305 980 11 1768
13 lefts3459_12_000060 981 9 1929
13 daily0837_12_033034 982 10 8458
13 allab1866_12_000128 983 9 588
13 nlm.n3868_12_000647 984 5 1718
13 allin1875_12_000154 985 3 3657
13 visio1658_12_000210 986 6 907
13 clini0836_12_119393 987 9 1266
13 clini0836_12_101497 988 10 931
13 bestb0834_12_001585 989 7 999
13 netwe3829_12_000881 990 8 345
13 allin1875_12_000181 991 3 2381
13 visio1658_12_000346 992 9 718
13 visio1658_12_000040 993 7 804
13 visio1658_12_000116 994 7 967
13 mayoc3579_12_030926 995 8 1896
13 allab1866_12_000044 996 8 500
13 clini0836_12_003180 997 13 1023
13 clini0836_12_008203 998 10 952
13 daily0837_12_038819 999 7 2184
13 allab1866_12_000175 1000 10 770
14 baby-2032_12_000048 1 9 1048
14 total4684_12_001067 2 11 2775
14 famil2899_12_000197 3 2 803
14 famil2899_12_000395 4 2 800
14 asthm0952_12_000729 5 7 815
14 baby-2032_12_000159 6 11 1131
14 nhslo1393_12_010639 7 5 3683
14 nhslo1393_12_010635 8 5 3725
14 nhslo3844_12_015238 9 5 3726
14 nhslo3844_12_015242 10 5 3684
14 virtu4909_12_001261 11 1 929
14 asthm0952_12_000201 12 6 1094
14 daily0837_12_025722 13 10 3571
14 daily0837_12_026711 14 13 3580
14 daily0837_12_006249 15 11 3948
14 daily0837_12_034615 16 14 3852
14 daily0837_12_034945 17 18 3924
14 daily0837_12_009607 18 9 3922
14 med.u3602_12_000104 19 10 36103
14 med.u3602_12_000103 20 10 36027
14 uptod4830_12_049912 21 10 2762
14 healt3107_12_000302 22 8 1410
14 bette2098_12_000812 23 10 1347
14 bette2098_12_000223 24 10 1357
14 daily0837_12_024494 25 6 2884
14 nhslo3844_12_003932 26 5 3064
14 nhslo3844_12_003936 27 5 3022
14 nhslo1393_12_012408 28 5 3021
14 nhslo1393_12_012404 29 5 3063
14 rared1522_12_000662 30 4 764
14 river4274_12_000172 31 8 8699
14 daily0837_12_018263 32 10 3756
14 daily0837_12_003892 33 14 3734
14 pedia1457_12_001359 34 6 1048
14 daily0837_12_037353 35 11 5653
14 daily0837_12_021614 36 12 3687
14 daily0837_12_024334 37 11 3868
14 daily0837_12_021715 38 11 3864
14 nhslo3844_12_003921 39 4 1293
14 nhslo3844_12_003923 40 4 1335
14 nhslo1393_12_012395 41 4 1334
14 nhslo1393_12_012393 42 4 1292
14 daily0837_12_005638 43 8 3354
14 daily0837_12_006106 44 12 3306
14 daily0837_12_005275 45 11 3286
14 daily0837_12_031594 46 9 3402
14 daily0837_12_028880 47 11 3192
14 daily0837_12_023801 48 13 3298
14 daily0837_12_029083 49 10 3712
14 daily0837_12_025236 50 12 3185
14 daily0837_12_021971 51 9 3633
14 daily0837_12_034424 52 9 3382
14 daily0837_12_035451 53 7 3254
14 daily0837_12_036893 54 10 3099
14 daily0837_12_034730 55 8 3211
14 daily0837_12_032596 56 13 3198
14 daily0837_12_014578 57 8 3675
14 daily0837_12_017015 58 16 3422
14 daily0837_12_000595 59 7 3061
14 daily0837_12_014217 60 14 3257
14 daily0837_12_020041 61 10 3069
14 daily0837_12_017845 62 8 3215
14 daily0837_12_008737 63 10 3391
14 daily0837_12_019302 64 12 3436
14 daily0837_12_018284 65 8 3095
14 daily0837_12_011298 66 9 3310
14 daily0837_12_007137 67 6 3073
14 daily0837_12_004925 68 10 3229
14 daily0837_12_005193 69 13 3058
14 baby-2032_12_000083 70 7 2411
14 daily0837_12_002264 71 7 3132
14 daily0837_12_028979 72 9 3185
14 daily0837_12_017669 73 12 3000
14 nlm.n3868_12_000812 74 3 981
14 daily0837_12_028497 75 10 2786
14 daily0837_12_016007 76 10 2781
14 daily0837_12_006632 77 10 2787
14 neona3819_12_000821 78 8 8832
14 mydr.3757_12_000328 79 11 3727
14 mydr.3757_12_000145 80 9 3724
14 daily0837_12_025699 81 15 4104
14 daily0837_12_016980 82 11 2044
14 sleep1577_12_000006 83 3 2775
14 sleep1577_12_000002 84 3 2775
14 baby-2032_12_000088 85 9 1376
14 uptod4830_12_010592 86 10 3013
14 daily0837_12_004012 87 12 3005
14 daily0837_12_030562 88 10 3185
14 daily0837_12_030795 89 12 3087
14 daily0837_12_024014 90 9 2921
14 daily0837_12_022887 91 8 3119
14 daily0837_12_026589 92 7 3083
14 daily0837_12_022035 93 11 3189
14 daily0837_12_028133 94 12 2895
14 daily0837_12_020226 95 8 3276
14 daily0837_12_040611 96 9 2957
14 daily0837_12_036931 97 9 2931
14 daily0837_12_037400 98 13 2973
14 daily0837_12_040402 99 13 2874
14 daily0837_12_017225 100 12 2968
14 daily0837_12_014863 101 9 3077
14 daily0837_12_010154 102 12 2982
14 daily0837_12_013624 103 7 2935
14 daily0837_12_011603 104 12 3031
14 daily0837_12_020649 105 10 2873
14 daily0837_12_006146 106 7 3411
14 daily0837_12_003789 107 9 3202
14 daily0837_12_028743 108 6 3914
14 daily0837_12_032904 109 9 3930
14 virtu4909_12_001503 110 5 8717
14 vbac.4881_12_000030 111 10 3004
14 medhe3620_12_000824 112 7 3143
14 medhe3620_12_000502 113 7 3143
14 medhe3620_12_000856 114 7 3143
14 allin1875_12_000178 115 3 3187
14 virtu4909_12_000212 116 5 860
14 neona3819_12_000449 117 8 10454
14 medic3644_12_001095 118 7 4225
14 daily0837_12_002397 119 9 3142
14 virtu4909_12_001406 120 2 606
14 daily0837_12_026319 121 14 5322
14 daily0837_12_022689 122 11 4886
14 daily0837_12_009924 123 11 5425
14 daily0837_12_012218 124 14 5142
14 first1181_12_000234 125 4 1165
14 first1181_12_000371 126 4 1165
14 daily0837_12_000104 127 16 4858
14 daily0837_12_016586 128 14 5413
14 virtu4909_12_000809 129 4 1309
14 clini0836_12_095487 130 13 1394
14 vidyy4903_12_001140 131 6 2126
14 nlm.n3868_12_001066 132 4 1012
14 virtu4909_12_001894 133 1 944
14 virtu4909_12_001301 134 2 893
14 pedia1457_12_000179 135 8 910
14 virtu4909_12_000490 136 8 526
14 webmd4945_12_001946 137 19 4046
14 acidr1783_12_000123 138 2 909
14 heada1219_12_000527 139 6 2515
14 nhslo3844_12_002212 140 5 2727
14 nhslo3844_12_012182 141 5 2727
14 nhslo3844_12_012186 142 5 2685
14 nhslo1393_12_003292 143 5 2726
14 nhslo1393_12_003296 144 5 2684
14 mydr.3757_12_000128 145 13 3632
14 mydr.3757_12_000387 146 15 3664
14 mydr.3757_12_000293 147 15 3664
14 mydr.3757_12_000224 148 13 3632
14 clini0836_12_083667 149 23 825
14 mydr.3757_12_000237 150 11 3208
14 mydr.3757_12_000385 151 13 3210
14 wiki.0842_12_004242 152 5 1443
14 uptod4830_12_064854 153 5 1913
14 daily0837_12_004918 154 7 7206
14 daily0837_12_036197 155 6 7170
14 neona3819_12_000464 156 8 2519
14 thedo4643_12_001817 157 13 1418
14 clini0836_12_101018 158 18 920
14 wiki.0842_12_008640 159 6 1904
14 neona3819_12_000482 160 5 1924
14 clini0836_12_127501 161 16 850
14 virtu4909_12_000953 162 2 1599
14 ghr.n0840_12_001516 163 4 1451
14 paren3983_12_000167 164 8 1561
14 mayoc3579_12_031191 165 8 1290
14 daily0837_12_024421 166 12 5372
14 virtu4909_12_000959 167 4 774
14 pedia4004_12_000353 168 14 1571
14 pedia4004_12_001180 169 17 1530
14 healt3115_12_001565 170 2 4292
14 baby-2032_12_000176 171 1 1550
14 baby-2032_12_000237 172 10 1955
14 pedia1457_12_000458 173 7 8104
14 pedia1457_12_000260 174 7 8104
14 pedia1457_12_000333 175 7 8104
14 rcpch4213_12_000869 176 4 2237
14 mydr.3757_12_000395 177 9 3796
14 healt3115_12_001009 178 2 4100
14 natio3787_12_000019 179 11 875
14 clini0836_12_002167 180 9 1014
14 mayoc3579_12_016870 181 6 1411
14 labte1294_12_000047 182 2 2323
14 wiki.0842_12_008642 183 3 2385
14 curos2485_12_000172 184 4 730
14 daily0837_12_014355 185 19 3531
14 baby-2032_12_000092 186 15 980
14 child2344_12_001539 187 14 823
14 child2344_12_001547 188 14 823
14 child2344_12_001553 189 14 823
14 baby-2032_12_000139 190 11 851
14 curos2485_12_000149 191 4 358
14 chkd.2351_12_001629 192 12 557
14 pedia4004_12_000076 193 11 5394
14 daily0837_12_019866 194 7 9392
14 sleep1577_12_000005 195 4 2302
14 sleep1577_12_000031 196 4 2302
14 rcpch4213_12_000476 197 4 4089
14 rcpch4213_12_000972 198 4 4080
14 every2870_12_004898 199 11 2011
14 nlm.n3868_12_000394 200 4 1712
14 daily0837_12_029531 201 13 5057
14 daily0837_12_032157 202 14 5078
14 daily0837_12_023738 203 11 5073
14 daily0837_12_022825 204 17 5944
14 daily0837_12_021706 205 12 5984
14 daily0837_12_028013 206 12 5010
14 daily0837_12_025960 207 14 5039
14 daily0837_12_031990 208 14 5927
14 daily0837_12_036049 209 12 5121
14 daily0837_12_032940 210 12 5015
14 daily0837_12_038101 211 20 5027
14 daily0837_12_040185 212 16 5920
14 daily0837_12_039927 213 11 5002
14 daily0837_12_038431 214 19 5937
14 daily0837_12_017029 215 15 4828
14 daily0837_12_017965 216 9 5158
14 daily0837_12_016655 217 12 4999
14 neona3819_12_000893 218 6 2512
14 pedia1457_12_000048 219 3 504
14 bupa.2183_12_000209 220 15 1625
14 bupa.2183_12_000216 221 13 1625
14 radio4191_12_000610 222 4 2264
14 baby-2032_12_000229 223 13 1442
14 wiki.0842_12_006180 224 5 2797
14 wiki.0842_12_002204 225 3 1554
14 nlm.n3868_12_002243 226 4 1239
14 virtu4909_12_001439 227 1 1171
14 asthm0952_12_000199 228 13 676
14 healt3115_12_001498 229 2 4654
14 copd.1055_12_000036 230 7 1256
14 mydr.3757_12_000043 231 10 3008
14 ds-he2715_12_000121 232 4 876
14 uptod4830_12_016235 233 7 1985
14 uptod4830_12_071381 234 7 1985
14 uptod4830_12_056514 235 7 1985
14 uptod4830_12_031507 236 17 4015
14 daily0837_12_002648 237 8 2761
14 heart1227_12_000317 238 18 932
14 rared1522_12_000020 239 8 708
14 mydr.3757_12_000401 240 10 2772
14 ghr.n0840_12_001512 241 4 1152
14 chkd.2351_12_000127 242 17 2528
14 chkd.2351_12_000304 243 17 2528
14 asthm0952_12_000207 244 8 834
14 chkd.2351_12_000549 245 13 1722
14 virtu4909_12_000919 246 2 1093
14 rared1522_12_000654 247 9 927
14 wiki.0842_12_001387 248 2 1724
14 neona3819_12_000430 249 7 5917
14 preem1494_12_000105 250 8 489
14 infec1262_12_000031 251 9 1124
14 misca1363_12_000440 252 4 1634
14 neona3819_12_000477 253 5 7638
14 virtu4909_12_000802 254 1 1587
14 healt3090_12_002558 255 3 8560
14 zurin5028_12_000031 256 35 28759
14 uptod4830_12_069900 257 13 10013
14 uptod4830_12_056282 258 13 10013
14 uptod4830_12_008766 259 13 10013
14 wiki.0842_12_008687 260 3 2865
14 neona3819_12_000483 261 6 8394
14 clini0836_12_007724 262 12 711
14 clini0836_12_030342 263 17 893
